CRUISE	station	depth	long	lat	Salinity	air temp / deg C	sea temp / deg C	rh / %	press / hPa	boat course	boat heading	boat speed / kts	boat speed / ms-1	apparent wind dir (0 deg is the bow)	apparent wind speed ms-1	apparent wind speed / kts	Ice status
RV LANCE	1	3	18.99	69.68		-6.4	2.39	82.03	996.69	237.67	225.69	0	0				0
RV LANCE	2	3	18.99	69.68		-6.47	2.34	82.13	996.7	241.34	225.73	0	0				0
RV LANCE	3	3	18.99	69.68		-6.57	2.23	81.93	996.7	226.02	225.96	0	0				0
RV LANCE	4	3	18.99	69.68		-6.66	2.29	81.71	996.77	226.42	226	0	0				0
RV LANCE	5	3	18.99	69.68		-6.52	2.29	81.87	996.9	209.41	226.08	0	0				0
RV LANCE	6	3	18.99	69.68		-6.34	2.25	81.41	996.81	203.12	226.33	0	0				0
RV LANCE	7	3	18.99	69.68		-6.3	2.26	80.91	996.7	204.88	226.25	0	0				0
RV LANCE	8	3	18.99	69.68		-6.3	2.29	81.22	996.7	213.56	226.42	0	0				0
RV LANCE	9	3	18.99	69.68		-6.29	2.36	82.32	996.7	213.79	226.54	0	0				0
RV LANCE	10	3	18.99	69.68		-6.3	2.42	82.56	996.84	221.6	226.55	0	0				0
RV LANCE	11	3	18.99	69.68		-6.3	2.52	81.89	996.9	194.83	226.75	0	0				0
RV LANCE	12	3	18.99	69.68		-6.31	2.64	82.18	996.9	180.68	226.86	0	0				0
RV LANCE	13	3	18.99	69.68		-6.3	2.8	83.3	996.9	182.4	226.88	0	0				0
RV LANCE	14	3	18.99	69.68		-6.3	2.82	83.24	997.08	187.73	226.92	0	0				0
RV LANCE	15	3	18.99	69.68		-6.34	2.76	82.84	997.24	184.2	226.82	0	0				0
RV LANCE	16	3	18.99	69.68		-6.48	2.68	82.69	997.3	183.7	226.8	0	0				0
RV LANCE	17	3	18.99	69.68		-6.87	2.88	82.63	997.49	172.02	226.71	0	0				0
RV LANCE	18	3	18.99	69.68		-6.82	2.63	83.74	997.5	153.36	226.66	0	0				0
RV LANCE	19	3	18.99	69.68		-6.51	2.77	84.02	997.55	145.19	226.69	0	0				0
RV LANCE	20	3	18.99	69.68		-6.39	3.08	84.27	997.58	132.15	226.53	0	0				0
RV LANCE	21	3	18.99	69.68		-6.26	3.02	83.84	997.5	197.65	226.34	0	0				0
RV LANCE	22	3	18.99	69.68		-6.34	2.88	83.54	997.53	197.36	226.24	0	0				0
RV LANCE	23	3	18.99	69.68		-6.45	2.89	83.31	997.68	191	226.1	0	0				0
RV LANCE	24	3	18.99	69.68		-6.45	2.91	83.76	997.85	204.97	225.92	0	0				0
RV LANCE	25	3	18.99	69.68		-6.89	3.04	83.97	998.14	222.98	225.84	0	0				0
RV LANCE	26	3	18.99	69.68		-7.17	3.13	85.26	998.24	183.71	225.58	0	0				0
RV LANCE	27	3	18.99	69.68		-7.5	2.92	85.33	998.4	188.76	225.46	0	0				0
RV LANCE	28	3	18.99	69.68		-7.51	2.69	84.93	998.47	194.47	225.39	0	0				0
RV LANCE	29	3	18.99	69.68		-7.51	2.69	84.32	998.5	187.24	225.38	0	0				0
RV LANCE	30	3	18.99	69.68		-7.52	2.85	84.42	998.51	180.23	225.28	0	0				0
RV LANCE	31	3	18.99	69.68		-7.47	2.31	84.59	998.7	199.7	225.62	0	0				0
RV LANCE	32	3	18.99	69.68		-7.69	2.55	84.02	998.7	201.68	225.13	0	0				0
RV LANCE	33	3	18.99	69.68		-7.64	2.85	84.59	998.7	210.1	225.28	0	0				0
RV LANCE	34	3	18.99	69.68		-7.51	2.75	84.89	998.7	236.68	225.45	0	0				0
RV LANCE	35	3	18.99	69.68		-7.31	2.67	84.97	998.64	233.35	226.84	0	0				0
RV LANCE	36	3	18.99	69.68		-6.92	2.31	85.06	998.5	219.26	227.76	0	0				0
RV LANCE	37	3	18.99	69.68		-6.79	2.38	83.51	998.5	238.39	226.65	0	0				0
RV LANCE	38	3	18.99	69.68		-6.73	2.2	83.89	998.66	237.24	226.97	0	0				0
RV LANCE	39	3	18.99	69.68		-6.68	2	83.49	998.72	205.84	227	0	0				0
RV LANCE	40	3	18.99	69.68		-6.52	1.98	82.8	998.77	194.81	227.51	0	0				0
RV LANCE	41	3	18.99	69.68		-7.21	2.01	82.15	999.11	231.25	225.51	0	0				0
RV LANCE	42	3	18.99	69.68		-6.88	2	82.48	999.13	219.92	227.35	0	0				0
RV LANCE	43	3	18.99	69.68		-6.67	2	81.51	998.64	224.57	225.37	0	0				0
RV LANCE	44	3	18.99	69.68		-6.22	2.06	81.32	996.98	219.48	226.21	0	0				0
RV LANCE	45	3	18.99	69.68		-5.84	2.1	80.98	991.65	220.64	226.39	0	0	325.24	1.38	2.69	0
RV LANCE	46	3	18.99	69.68		-5.74	2.17	81.47	989.08	212.42	226.36	0	0	278.72	1.77	3.44	0
RV LANCE	47	3	18.99	69.68		-5.82	2.15	80.66	989.35	253.88	225.12	0	0	96.04	1.54	2.99	0
RV LANCE	48	3	18.99	69.68		-5.67	2.34	79.14	986.98	233.63	225.81	0	0	171.22	1.98	3.85	0
RV LANCE	49	3	18.99	69.68		-5.65	2.17	78.34	989.03	247.53	227.17	0	0	327.08	2.36	4.58	0
RV LANCE	50	3	18.99	69.68		-5.76	2.59	78.23	990.34	253.36	227.45	0	0	308.09	2.1	4.09	0
RV LANCE	51	3	18.99	69.68		-5.51	2.7	78.33	989.64	202.5	227.57	0	0	304.68	2.04	3.97	0
RV LANCE	52	3	18.99	69.68		-5.33	2.81	76.97	986.32	180.48	227.53	0	0	318.5	2.47	4.8	0
RV LANCE	53	3	18.99	69.68		-5.32	2.69	76.87	993.65	189.5	227.39	0	0	328.5	3.97	7.72	0
RV LANCE	54	3	18.99	69.68		-5.15	2.49	76.55	994.28	186.74	226.93	0	0	283.71	3.53	6.85	0
RV LANCE	55	3	18.99	69.68		-5.04	2.25	76.36	992.86	171.38	226.94	0	0	249.71	3.39	6.59	0
RV LANCE	56	3	18.99	69.68		-4.86	2.24	75.77	991.33	193.01	225.67	0	0	253.06	4.15	8.07	0
RV LANCE	57	3	18.99	69.68		-4.89	2.33	74.94	993.57	188.68	227.14	0	0	331.33	4.93	9.59	0
RV LANCE	58	3	18.99	69.68		-4.62	2.15	74.6	992.34	182.76	227.32	0	0	334.58	4.54	8.82	0
RV LANCE	59	3	18.99	69.68		-4.49	2.14	74.39	991.01	167.78	227.63	0	0	335.55	4.76	9.25	0
RV LANCE	60	3	18.99	69.68		-4.51	2.31	74.32	990.01	179.97	227.55	0	0	340.13	4.38	8.51	0
RV LANCE	61	3	18.99	69.68		-4.52	2.26	74.09	994.88	163.13	227.36	0	0	249.84	4.11	7.99	0
RV LANCE	62	3	18.99	69.68		-4.51	2.46	74.28	994.84	187.83	226.26	0	0	194.57	3.68	7.16	0
RV LANCE	63	3	18.99	69.68		-4.74	2.44	74.88	997.81	163.42	226.82	0	0	197.71	4.52	8.78	0
RV LANCE	64	3	18.99	69.68		-4.78	2.55	76.13	998.37	174.54	227.39	0	0	312.14	4.37	8.49	0
RV LANCE	65	3	18.99	69.68		-4.93	2.25	76.34	999.48	180.22	227.72	0	0	339.25	4.99	9.7	0
RV LANCE	66	3	18.99	69.68		-4.83	2.24	76.91	999.94	163.13	228.02	0	0	329.41	4.7	9.14	0
RV LANCE	67	3	18.99	69.68		-4.68	2.16	76.53	999.88	171.06	227.95	0	0	335.38	4.12	8.01	0
RV LANCE	68	3	18.99	69.68		-4.44	2.18	75.63	999.6	164.27	227.58	0	0	338.71	3.83	7.44	0
RV LANCE	69	3	18.99	69.68		-4.17	2.27	74.53	999.2	166.6	227.45	0	0	280.49	3.57	6.95	0
RV LANCE	70	3	18.99	69.68		-4.08	2.63	74.06	999.13	204.09	226.93	0	0	255.28	3.5	6.81	0
RV LANCE	71	3	18.99	69.68		-3.98	2.62	74.04	999	173.11	227.18	0	0	284.69	3.44	6.69	0
RV LANCE	72	3	18.99	69.68		-3.84	2.6	73.38	998.55	193.23	226.61	0	0	73.14	3.58	6.96	0
RV LANCE	73	3	18.99	69.68		-3.69	2.56	73.39	998.07	201.05	226.7	0	0	129.58	3	5.83	0
RV LANCE	74	3	18.99	69.68		-3.68	2.35	73.02	997.78	185.07	227.46	0	0	341.77	3.42	6.64	0
RV LANCE	75	3	18.99	69.68		-3.5	2.16	72.25	994.87	201.41	227.42	0	0	341.54	3.77	7.34	0
RV LANCE	76	3	18.99	69.68		-3.5	2.11	71.56	997.07	195.62	226.9	0	0	258.4	3.39	6.58	0
RV LANCE	77	3	18.99	69.68		-3.5	2.18	71.51	998.53	206.49	227.09	0.01	0	80.4	3.66	7.11	0
RV LANCE	78	3	18.99	69.68		-3.47	2.03	71.66	987.82	103.94	109.4	4.45	2.29	172.5	2.81	5.45	0
RV LANCE	79	3	19.03	69.69		-3.14	2	71.95		29.31	29.04	8.23	4.24	224.86	1.04	2.03	0
RV LANCE	80	3	19.05	69.71		-3.42	1.91	71.64	981.23	62.46	65.11	10.81	5.56	284.04	3.66	7.12	0
RV LANCE	81	3	19.07	69.74		-3.54	2.09	72.47	995.71	64.16	64.95	12.05	6.2	296.07	4.33	8.42	0
RV LANCE	82	3	19.13	69.77		-3.56	2.71	74.14	995.91	64.39	64.19	12.54	6.45	106.21	4.79	9.31	0
RV LANCE	83	3	19.22	69.78		-3.93	2.56	73.67	997.56	68.96	69.31	11.97	6.16	73	7.92	15.39	0
RV LANCE	84	3	19.31	69.79		-4.25	2.43	72.04	998.2	72.5	72.67	11.5	5.92	21.11	7.91	15.38	0
RV LANCE	85	3	19.4	69.8		-4.38	2.46	69.06	998.2	69.53	69.66	11.67	6	20.68	6.6	12.83	0
RV LANCE	86	3	19.48	69.81		-4.2	2.48	69.97	998.2	68.94	68.59	11.57	5.95	45.34	6.95	13.51	0
RV LANCE	87	3	19.57	69.82		-4.43	2.63	67.63	998.74	69.87	69.6	11.6	5.97	25.7	7.22	14.04	0
RV LANCE	88	3	19.66	69.83		-4.33	2.52	69.28	998.92	69.36	69.7	11.64	5.99	14.42	6.71	13.05	0
RV LANCE	89	3	19.74	69.85		-4.6	2.44	70.02	999.36	52.18	51.69	11.76	6.05	53.62	6.76	13.15	0
RV LANCE	90	3	19.8	69.87		-4.61	2.95	72.36	999.64	35.47	35.2	11.67	6	92.44	2.98	5.79	0
RV LANCE	91	3	19.86	69.9		-4.54	2.95	72.27	999.6	34.7	35.2	11.82	6.08	87.87	2.6	5.06	0
RV LANCE	92	3	19.91	69.93		-4.46	2.91	71.74	999.59	34.78	35.13	11.87	6.11	77.03	2.5	4.85	0
RV LANCE	93	3	19.96	69.95		-4.36	2.67	69.97	999.5	35.55	35.91	11.84	6.09	62.73	4.91	9.53	0
RV LANCE	94	3	20.02	69.98		-4.48	2.66	66.01	999.91	32.6	31.83	11.87	6.1	47.83	6.59	12.81	0
RV LANCE	95	3	20.06	70.01		-4.51	2.91	64.07	1000.21	22.28	22.14	11.82	6.08	58.8	5.67	11.03	0
RV LANCE	96	3	20.1	70.04		-4.47	3.03	62.59	1000.24	22.28	22.07	11.82	6.08	52.21	6.09	11.84	0
RV LANCE	97	3	20.14	70.07		-4.97	3.06	66.78	1000.17	22.3	22.55	11.83	6.09	79.86	9.52	18.5	0
RV LANCE	98	3	20.16	70.1		-5.63	3.26	71.36	1000.97	189.21	191.25	12.18	6.27	131.04	4.99	9.7	0
RV LANCE	99	3	20.15	70.13		-5.67	3.77	72.53	1001.18	346.46	345.61	12.24	6.3	159.49	3.72	7.22	0
RV LANCE	100	3	20.13	70.17		-5.38	3.92	73.18	1001.04	349.72	349.52	11.81	6.07	164.23	2.91	5.65	0
RV LANCE	101	3	20.11	70.2		-5	3.76	73.22	1000.93	352.48	351.96	11.72	6.03	166.52	2.55	4.96	0
RV LANCE	102	3	20.1	70.23		-5.05	3.78	71.09	1000.96	355.03	353.33	11.6	5.97	158.82	3.32	6.45	0
RV LANCE	103	3	20.09	70.26		-4.76	4.22	71.63	1000.88	352.72	353.06	11.92	6.13	157.9	2.23	4.34	0
RV LANCE	104	3	20.08	70.29		-4.62	4	70.96	1000.73	352.97	353.56	11.6	5.97	165.75	2.3	4.47	0
RV LANCE	105	3	20.07	70.33		-4.69	3.92	70.11	1000.71	353.79	352.99	11.65	5.99	171.68	2.47	4.81	0
RV LANCE	106	3	20.06	70.36		-4.39	4.33	70.8	1000.55	352.1	352.89	11.8	6.07	186.01	1.93	3.75	0
RV LANCE	107	3	20.04	70.39		-4.17	4.45	70.82	1000.51	351.64	353.3	11.71	6.02	194.28	1.63	3.17	0
RV LANCE	108	3	20.03	70.42		-4.29	4.61	69.41	1000.61	347.51	347.47	11.66	6	204.09	1.86	3.62	0
RV LANCE	109	3	20	70.45		-3.92	4.45	72.03	1000.32	338.09	337.82	11.72	6.03	221.11	2.07	4.02	0
RV LANCE	110	3	19.96	70.48		-3.81	4.19	72.79	1000.3	336.85	337.86	11.7	6.02	219.09	2.13	4.14	0
RV LANCE	111	3	19.92	70.51		-3.59	4.46	73.2	1000.17	336.3	338.36	11.46	5.89	206.65	1.58	3.07	0
RV LANCE	112	3	19.89	70.54		-3.53	4.06	72.65	1000.08	337.85	340.18	11.27	5.8	204.35	1.57	3.05	0
RV LANCE	113	3	19.85	70.57		-3.49	4.27	72.17	999.94	337.91	339.97	11.32	5.82	187.08	1.48	2.87	0
RV LANCE	114	3	19.82	70.6		-3.5	4.34	71.67	999.83	337.95	339.88	11.51	5.92	187.37	1.5	2.91	0
RV LANCE	115	3	19.78	70.63		-3.37	4.3	70.31	999.83	338.97	341.31	11.42	5.88	166.46	1.09	2.11	0
RV LANCE	116	3	19.75	70.66		-2.9	4.3	70.59	999.38	341.06	342.46	11.39	5.86	173.23	1.29	2.5	0
RV LANCE	117	3	19.72	70.69		-3.02	4.04	68.98	999.36	340.77	342.16	11.32	5.83	170.39	1.31	2.56	0
RV LANCE	118	3	19.69	70.72		-3.03	4.01	68.88	999.43	341.01	341.88	11.49	5.91	168.45	1.36	2.64	0
RV LANCE	119	3	19.65	70.75		-2.84	3.81	69.49	999.22	341.03	341.57	11.53	5.93	187.86	1.51	2.93	0
RV LANCE	120	3	19.62	70.78		-2.8	4.14	68.67	999.04	338.06	339.27	11.69	6.02	170.45	1.81	3.51	0
RV LANCE	121	3	19.58	70.81		-2.63	4.41	67.98	998.93	338.31	339.03	11.61	5.97	167.18	1.52	2.96	0
RV LANCE	122	3	19.55	70.84		-2.61	4.22	68.95	998.7	339.68	338.48	11.44	5.88	166.8	1.78	3.45	0
RV LANCE	123	3	19.52	70.87		-2.61	4.22	68.03	998.5	339.82	338.86	11.26	5.79	174.7	2.09	4.07	0
RV LANCE	124	3	19.48	70.9		-2.56	4.81	68.64	998.2	337.37	339.13	11.63	5.98	197	1.79	3.47	0
RV LANCE	125	3	19.44	70.93		-2.55	4.66	67.65	998.18	338.11	339.46	11.71	6.03	179.63	1.71	3.33	0
RV LANCE	126	3	19.41	70.96		-2.18	4.42	68.8	997.54	338.9	339.77	11.77	6.06	173.35	1.47	2.87	0
RV LANCE	127	3	19.37	70.99		-2.12	4.86	68.54	997.42	338.27	339.91	11.97	6.16	169.53	1.68	3.27	0
RV LANCE	128	3	19.33	71.02		-2.38	4.65	67.76	997.54	339.21	340.33	12.1	6.22	173.05	1.72	3.35	0
RV LANCE	129	3	19.3	71.05		-2.33	4.62	68.58	997.55	339.58	340.32	11.95	6.15	173.71	1.5	2.92	0
RV LANCE	130	3	19.26	71.08		-2.01	4.54	68.44	996.83	339.42	340.74	11.9	6.12	174.52	2	3.89	0
RV LANCE	131	3	19.23	71.11		-2.14	4.95	66.11	996.77	340.31	340.55	11.95	6.15	173.43	2.06	4	0
RV LANCE	132	3	19.19	71.14		-2.07	5.31	66	996.66	338.57	339.81	11.84	6.09	176.25	1.62	3.14	0
RV LANCE	133	3	19.15	71.17		-1.81	5.26	69.23	995.99	338.3	340.06	11.68	6.01	179.45	1.95	3.78	0
RV LANCE	134	3	19.12	71.2		-1.85	5.19	68.63	995.53	338.8	339.77	11.7	6.02	182.47	2.09	4.06	0
RV LANCE	135	3	19.08	71.23		-1.88	5.31	65.97	995.27	339.87	339.78	11.84	6.09	154.24	2.67	5.19	0
RV LANCE	136	3	19.05	71.26		-1.78	5.25	66.21	994.88	340.94	339.54	12.03	6.19	174.34	2.44	4.75	0
RV LANCE	137	3	19.01	71.3		-1.73	5.27	68.55	994.37	339.69	339.62	11.87	6.11	165.62	2.51	4.88	0
RV LANCE	138	3	18.98	71.33		-1.68	5.06	71.42	994.09	337.7	339.04	11.64	5.99	162.05	3.17	6.16	0
RV LANCE	139	3	18.94	71.36		-1.69	5.23	71.5	993.7	336.8	339.84	11.68	6.01	157.55	2.61	5.08	0
RV LANCE	140	3	18.9	71.39		-1.71	5.42	71.12	993.77	339.25	339.9	11.7	6.02	163.51	2.83	5.49	0
RV LANCE	141	3	18.87	71.42		-1.64	5.49	71.28	993.13	341.04	340.02	11.87	6.11	165.63	3.35	6.5	0
RV LANCE	142	3	18.83	71.45		-1.65	5.59	70.83	993.12	341.01	339.97	11.96	6.15	170.45	2.95	5.73	0
RV LANCE	143	3	18.8	71.48		-1.57	5.49	70.99	992.72	341.18	339.97	11.9	6.12	167.15	2.96	5.75	0
RV LANCE	144	3	18.77	71.51		-1.54	5.07	71.27	992.15	342.3	339.63	12.03	6.19	165.43	2.54	4.94	0
RV LANCE	145	3	18.73	71.54		-1.47	5.19	70.92	991.95	339.46	338.2	12.06	6.21	165.81	3.01	5.84	0
RV LANCE	146	3	18.69	71.57		-1.39	5.39	70.98	990.87	340.06	337.89	11.89	6.12	169.45	2.99	5.82	0
RV LANCE	147	3	18.66	71.6		-1.4	5.31	70.39	990.72	340.38	337.81	11.69	6.02	164.14	2.85	5.55	0
RV LANCE	148	3	18.63	71.63		-1.41	5.27	70	990.34	339.62	337.66	11.75	6.05	169.7	2.83	5.51	0
RV LANCE	149	3	18.59	71.66		-1.31	5.36	70.45	989.02	338.09	336.66	11.65	5.99	157.29	3.4	6.61	0
RV LANCE	150	3	18.55	71.69		-1.28	5.41	69.96	988.25	337.17	336.7	11.64	5.99	160.5	3.3	6.41	0
RV LANCE	151	3	18.51	71.72		-1.31	5.33	68.88	988.09	337.72	336.67	11.85	6.09	161.66	3.56	6.92	0
RV LANCE	152	3	18.47	71.75		-1.19	5.37	69.12	987.6	337.71	336.87	11.57	5.95	169.15	3.08	5.99	0
RV LANCE	153	3	18.43	71.78		-1.07	5.38	69.06	985.66	338.01	337.11	11.53	5.93	169.61	2.81	5.46	0
RV LANCE	154	3	18.39	71.81		-1.18	5.31	68.13	986.06	338.03	336.71	11.84	6.09	165.23	3.18	6.18	0
RV LANCE	155	3	18.35	71.84		-1.19	5.38	68.62	986.26	336.83	336.07	11.59	5.96	161.89	3.93	7.64	0
RV LANCE	156	3	18.31	71.87		-1.15	5.46	68.82	985.53	337.53	335.69	11.73	6.03	158.85	4.26	8.28	0
RV LANCE	157	3	18.27	71.9		-1.02	5.45	68.26	983.53	336.25	335.61	11.64	5.99	161.34	4.44	8.63	0
RV LANCE	158	3	18.23	71.93		-0.98	5.48	68.08	981.78	335.66	335.77	11.62	5.98	160.76	4.42	8.6	0
RV LANCE	159	3	18.19	71.96		-0.94	5.5	68.57	977.24	336.67	335.9	11.55	5.94	158.85	3.64	7.08	0
RV LANCE	160	3	18.15	71.99		-0.83	5.53	70.94	973.49	336.78	335.8	11.44	5.88	162.04	3.54	6.87	0
RV LANCE	161	3	18.11	72.02		-0.81	5.58	71.16	969.11	339.11	337.92	11.35	5.84	162.84	4.02	7.82	0
RV LANCE	162	3	18.07	72.05		-0.94	5.59	69.28	973.11	340	338.01	11.27	5.8	154.45	3.74	7.28	0
RV LANCE	163	3	18.04	72.08		-0.93	5.56	67.99	975.57	340.35	337.71	11.15	5.74	159.15	3.73	7.26	0
RV LANCE	164	3	18.01	72.11		-0.96	5.47	64.94	978.73	340.18	338.36	11.14	5.73	159.9	4.16	8.09	0
RV LANCE	165	3	17.97	72.14		-0.88	5.63	64.75	975.98	340.92	338.15	11.08	5.7	158.95	5.01	9.74	0
RV LANCE	166	3	17.94	72.17		-0.76	5.52	65.23	969.09	340.63	338.35	10.94	5.63	156.21	4.73	9.19	0
RV LANCE	167	3	17.91	72.19		-0.79	5.59	65.71	968.27	339.24	338.37	10.85	5.58	156.7	4.26	8.27	0
RV LANCE	168	3	17.87	72.22		-0.76	5.51	64.53	968.08	339.89	338.09	10.97	5.64	152.47	3.87	7.52	0
RV LANCE	169	3	17.84	72.25		-0.76	5.71	63.72	968.84	340.81	338.07	11.21	5.77	159.39	4.8	9.32	0
RV LANCE	170	3	17.81	72.28		-0.79	5.42	66.95	964.22	341.45	338.08	11.14	5.73	151.41	4.34	8.44	0
RV LANCE	171	3	17.77	72.31		-0.74	5.33	68.41	958.76	340.6	336.7	11.21	5.77	163.53	4.16	8.08	0
RV LANCE	172	3	17.74	72.34		-0.76	5.46	67.09	965.73	340.29	336.29	10.8	5.56	160.25	4.36	8.48	0
RV LANCE	173	3	17.71	72.37		-0.68	5.5	67.23	956.97	338.42	334.83	10.99	5.66	159.05	4.36	8.47	0
RV LANCE	174	3	17.67	72.39		-0.8	5.5	65.01	969.07	337.59	334.68	11.37	5.85	152.05	5.1	9.92	0
RV LANCE	175	3	17.63	72.42		-0.56	5.4	66.74	956.95	335.58	334.84	11.16	5.74	153.65	4.63	9	0
RV LANCE	176	3	17.58	72.45		-0.74	5.43	63.78	961.75	335.5	337.51	11.29	5.81	142.23	4.1	7.97	0
RV LANCE	177	3	17.54	72.48		-0.69	5.5	60.58	965.04	338.01	338.71	11.43	5.88	153.42	4.3	8.36	0
RV LANCE	178	3	17.51	72.51		-0.54	5.5	61.99	941.2	340.13	338.59	11.41	5.87	154.83	4.87	9.47	0
RV LANCE	179	3	17.47	72.54		-0.53	5.43	62.72		340.55	338.26	11.52	5.92	160.18	4.05	7.87	0
RV LANCE	180	3	17.43	72.57		-0.53	5.53	61.18		338.11	338.03	11.27	5.8	155.89	3.79	7.37	0
RV LANCE	181	3	17.4	72.6		-0.52	5.4	60.68		337.89	337.79	10.73	5.52	155.25	4.76	9.25	0
RV LANCE	182	3	17.36	72.62		-0.55	5.49	60.04		336.82	337.36	10.82	5.56	147.69	4.49	8.74	0
RV LANCE	183	3	17.32	72.65		-0.47	5.46	64.24		337.74	337.61	10.61	5.46	155.1	4.6	8.94	0
RV LANCE	184	3	17.28	72.68		-0.47	5.56	65.48		334.91	337.42	10.5	5.4	150.65	3.93	7.64	0
RV LANCE	185	3	17.24	72.71		-0.39	5.53	65.39		336.02	337.69	10.77	5.54	156.64	4.06	7.9	0
RV LANCE	186	3	17.2	72.73		-0.46	5.61	63.01		337.01	337.82	10.7	5.5	139.43	3.83	7.44	0
RV LANCE	187	3	17.16	72.76		-0.43	5.67	63.05		338.11	337.95	10.72	5.51	152.91	5.51	10.71	0
RV LANCE	188	3	17.12	72.79		-0.4	5.64	64.01		338.76	338.35	10.64	5.47	153.64	5.01	9.74	0
RV LANCE	189	3	17.09	72.82		-0.41	5.66	63.48		339.35	338.21	11.07	5.69	150.24	3.94	7.66	0
RV LANCE	190	3	17.05	72.84		-0.41	5.49	62.05		339.31	338.63	11.17	5.74	151.95	3.31	6.44	0
RV LANCE	191	3	17.01	72.87		-0.44	5.5	61.18		337.12	338.62	11.34	5.83	156.35	4.47	8.69	0
RV LANCE	192	3	16.97	72.9		-0.4	5.51	60.65		336.93	339.11	10.98	5.65	143.25	4.04	7.85	0
RV LANCE	193	3	16.93	72.93		-0.36	5.53	61.12		338.25	339.65	11.23	5.78	156.15	4.35	8.46	0
RV LANCE	194	3	16.89	72.96		-0.36	5.42	60.14		340.54	339.27	11	5.66	164.44	5.69	11.06	0
RV LANCE	195	3	16.86	72.99		-0.23	5.16	62.39		336.83	339.44	10.66	5.48	149.11	4.21	8.17	0
RV LANCE	196	3	16.82	73.01		-0.29	5.58	61.63		333.8	338.52	10.93	5.62	152.63	4.85	9.43	0
RV LANCE	197	3	16.77	73.04		-0.15	5.57	63.68		335.67	339.3	10.71	5.51	145.84	3.93	7.64	0
RV LANCE	198	3	16.73	73.07		-0.15	5.7	63.07		335.1	337.63	10.98	5.65	152.61	4.36	8.48	0
RV LANCE	199	3	16.69	73.09		-0.28	5.7	60.62		336.3	337.75	10.76	5.53	155.79	4.63	9.01	0
RV LANCE	200	3	16.65	73.12		-0.19	5.7	59.9		336.65	337.52	10.44	5.37	166.67	3.51	6.83	0
RV LANCE	201	3	16.61	73.15		-0.16	5.7	59.57		337.7	338.38	10.47	5.39	157.05	4.88	9.49	0
RV LANCE	202	3	16.57	73.17		-0.12	5.7	59.87		337.94	338.38	10.36	5.33	147.45	4.8	9.33	0
RV LANCE	203	3	16.53	73.2		-0.07	5.71	61.09		339.15	339.03	10.44	5.37	160.75	3.29	6.39	0
RV LANCE	204	3	16.5	73.23		-0.12	5.66	59.59		339.78	339.14	10.55	5.43	147.75	3.43	6.67	0
RV LANCE	205	3	16.46	73.26		-0.06	5.56	58.61		338.78	338.85	10.49	5.4	154.47	4.04	7.85	0
RV LANCE	206	3	16.43	73.28		-0.06	5.5	58.31		337.56	339.61	10.66	5.49	153.16	3.19	6.2	0
RV LANCE	207	3	16.38	73.31		-0.06	5.57	60.24		336.88	339.79	11.03	5.67	155.01	2.88	5.6	0
RV LANCE	208	3	16.34	73.34		-0.03	5.7	62.16		337.9	340.03	11.23	5.78	134.08	3.08	5.98	0
RV LANCE	209	3	16.3	73.37		-0.03	5.69	62.63		338.95	340.23	11.29	5.81	160.09	2.36	4.59	0
RV LANCE	210	3	16.27	73.4		-0.01	5.7	61.61		339.75	339.94	11	5.66	178.11	3.28	6.37	0
RV LANCE	211	3	16.23	73.43		-0.01	5.67	59.55		341.34	339.99	11.3	5.81	174.42	3.5	6.81	0
RV LANCE	212	3	16.2	73.45		-0.13	5.57	56.13		341.02	340.08	10.95	5.63	165.97	4.08	7.92	0
RV LANCE	213	3	16.16	73.48		0.02	5.62	58.64		340.47	339.94	10.92	5.62	146.06	3.19	6.2	0
RV LANCE	214	3	16.13	73.51		-0.05	5.62	57.02		340.99	339.92	10.97	5.64	135.99	2.79	5.42	0
RV LANCE	215	3	16.09	73.54		0.02	5.66	56.69		342.28	340.16	10.69	5.5	174.75	3.55	6.89	0
RV LANCE	216	3	16.06	73.57		-0.01	5.7	55.32		342.74	339.49	10.67	5.49	156.98	3.39	6.59	0
RV LANCE	217	3	16.03	73.6		-0.01	5.77	55.52		342.85	339.61	10.46	5.38	133.6	2.75	5.34	0
RV LANCE	218	3	16	73.62		0.06	5.62	58.09		341.82	339.59	10.83	5.57	128.02	2.8	5.43	0
RV LANCE	219	3	15.96	73.65		0.06	5.59	56.16		341.55	339.46	11	5.66	125.57	3.25	6.31	0
RV LANCE	220	3	15.93	73.68		0.03	5.52	53.82		340.84	339.72	10.62	5.46	122.29	2.75	5.35	0
RV LANCE	221	3	15.9	73.71		0.14	5.5	52.98		340.19	339.37	10.59	5.45	138.29	2.88	5.59	0
RV LANCE	222	3	15.86	73.74		0.15	5.5	55.37		339.05	339.26	10.46	5.38	128.65	2.8	5.44	0
RV LANCE	223	3	15.82	73.76		0.17	5.59	52.42		338.74	338.64	10.37	5.33	157.52	3.97	7.72	0
RV LANCE	224	3	15.79	73.79		0.16	5.63	54.04		340.28	339.45	10.49	5.4	131.19	4.22	8.2	0
RV LANCE	225	3	15.75	73.82		0.12	5.65	53.34		341.05	339.57	10.35	5.32	154.25	5.2	10.11	0
RV LANCE	226	3	15.72	73.84		0.16	5.58	54.91		342.68	340.41	10.83	5.57	129.71	2.88	5.61	0
