CRUISE	station	depth	long	lat	Salinity	air temp / deg C	sea temp / deg C	rh / %	press / hPa	boat course	boat heading	boat speed / kts	boat speed / ms-1	apparent wind dir (0 deg is the bow)	apparent wind speed ms-1	apparent wind speed / kts	Ice status
RV LANCE	1179	3	-3.45	76.59	34.62	-11.51	0.17	90.06	1033.71	227.38	229.25	6.6	3.39	82.3	9.22	17.92	0
RV LANCE	1180	3	-3.51	76.58	34.69	-11.35	0.63	90.16	1033.82	227.18	230.22	5.88	3.02	81.13	9.43	18.34	0
RV LANCE	1181	3	-3.55	76.57	34.79	-11.33	0.64	90.2	1033.92	227.22	231.75	4.92	2.53	84.94	8.43	16.38	0
RV LANCE	1182	3	-3.6	76.56	34.87	-11.14	0.42	90.28	1033.74	228.49	237.05	3.89	2	83.36	8.25	16.04	0
RV LANCE	1183	3	-3.63	76.55	34.84	-11.12	0.4	90.36	1033.67	228.32	237.42	3.38	1.74	94.18	7.04	13.68	0
RV LANCE	1184	3	-3.66	76.55	34.81	-11.23	0.41	90.27	1033.62	229.15	237.07	3.34	1.72	97.96	6.1	11.87	0
RV LANCE	1185	3	-3.69	76.54	34.81	-11.15	0.4	90.39	1033.61	234.64	245.02	3.22	1.66	82.75	8.32	16.17	0
RV LANCE	1186	3	-3.72	76.53	34.81	-10.79	0.52	90.66	1033.59	239.87	248.69	3.36	1.73	74.91	9.5	18.47	0
RV LANCE	1187	3	-3.75	76.53	34.82	-10.86	0.79	90.48	1033.56	239.62	247.16	3.25	1.67	77.9	9.55	18.55	0
RV LANCE	1188	3	-3.78	76.53	34.85	-10.61	0.81	90.61	1033.38	238.07	248.69	3	1.54	75.35	9.78	19.01	0
RV LANCE	1189	3	-3.82	76.52	34.92	-10.58	0.52	90.64	1033.47	236.24	248.08	3.23	1.66	76.83	9.6	18.66	0
RV LANCE	1190	3	-3.85	76.52	34.87	-10.66	0.85	90.57	1033.49	237.98	250.03	3.28	1.69	76.76	9.4	18.27	0
RV LANCE	1191	3	-3.88	76.51	34.85	-10.66	1.1	90.61	1033.67	245.45	267.18	2.1	1.08	61.45	10.03	19.49	0
RV LANCE	1192	3	-3.9	76.51	34.92	-10.55	1.1	90.62	1033.85	244.47	267.99	1.87	0.96	59.91	9.96	19.36	0
RV LANCE	1193	3	-3.92	76.51	34.92	-10.54	1.02	90.48	1033.93	247.18	268.8	1.95	1	61.69	10.15	19.73	0
RV LANCE	1194	3	-3.94	76.51	34.92	-10.49	1.06	90.37	1033.92	248.2	268.82	2	1.03	58.71	10.21	19.85	0
RV LANCE	1195	3	-3.96	76.5	34.91	-10.38	1	90.62	1033.95	249.64	278.28	1.75	0.9	55.17	10.37	20.16	0
RV LANCE	1196	3	-3.98	76.5	34.91	-10.37	0.99	90.71	1033.87	244.18	285.89	1.28	0.66	42.69	11.22	21.81	0
RV LANCE	1197	3	-3.99	76.5	34.91	-10.09	0.95	90.92	1033.97	248.46	304.96	0.9	0.46	56.91	11.25	21.87	0
RV LANCE	1198	3	-3.99	76.5	34.9	-9.93	0.91	90.98	1033.91	263.72	294.35	1.05	0.54	160.04	10.78	20.96	0
RV LANCE	1199	3	-4	76.5	34.9	-9.9	0.88	90.88	1034.08	309.05	324.98	1.24	0.64	222.71	10.88	21.14	0
RV LANCE	1200	3	-4.02	76.5	34.9	-9.83	0.78	90.72	1034.23	286.99	315.74	1.05	0.54	107.35	10.38	20.17	0
RV LANCE	1201	3	-4.02	76.5	34.88	-9.52	0.78	90.64	1034.12	232.98	333.91	0.38	0.19	156.77	10.26	19.95	0
RV LANCE	1202	3	-4.03	76.5	34.86	-9.41	0.73	90.07	1034.05	307.93	333.76	0.82	0.42	311.07	10.3	20.03	0
RV LANCE	1203	3	-4.03	76.51	34.86	-9.36	0.61	89.5	1034.03	323.23	332.38	1.44	0.74	190.54	10.72	20.84	0
RV LANCE	1204	3	-4.04	76.51	34.85	-8.93	0.48	89.63	1033.99	318.19	331.99	1.17	0.6	222.08	10.89	21.18	0
RV LANCE	1205	3	-4.05	76.51	34.83	-8.73	0.42	89.6	1033.94	323.7	335.89	1.17	0.6	341.26	10.7	20.8	0
RV LANCE	1206	3	-4.06	76.51	34.81	-8.37	0.39	89.72	1033.92	332.98	336.09	1.31	0.67	311.3	10.65	20.69	0
RV LANCE	1207	3	-4.07	76.52	34.79	-8.25	0.27	88.82	1033.94	304.43	337.87	1.27	0.65	221.17	10.88	21.15	0
RV LANCE	1208	3	-4.07	76.52	34.78	-7.99	0.18	88.12	1033.79	327.44	334.93	1.19	0.61	252.65	10.81	21.02	0
RV LANCE	1209	3	-4.08	76.52	34.76	-7.66	0.12	87.24	1033.78	333.41	335.93	1.35	0.69	340.86	10.55	20.5	0
RV LANCE	1210	3	-4.09	76.53	34.74	-7.53	0.1	86.37	1033.84	332.76	337.15	1.41	0.72	220.16	10.17	19.76	0
RV LANCE	1211	3	-4.09	76.53	34.73	-7.19	0.1	86.77	1033.69	315.22	323.12	1.4	0.72	257.32	10.56	20.52	0
RV LANCE	1212	3	-4.11	76.53	34.72	-7.23	0.12	86.14	1033.67	298.94	311.72	1.24	0.64	137.95	10.58	20.56	0
RV LANCE	1213	3	-4.12	76.53	34.72	-7.04	0.19	85.37	1033.58	319.73	328.61	1.39	0.72	165.46	10.77	20.94	0
RV LANCE	1214	3	-4.13	76.54	34.72	-6.97	0.26	84.89	1033.53	324.46	327.97	1.46	0.75	160.33	11.04	21.46	0
RV LANCE	1215	3	-4.14	76.54	34.73	-6.78	0.37	84.72	1033.45	324.03	328.9	1.58	0.81	104.38	10.49	20.39	0
RV LANCE	1216	3	-4.15	76.54	34.74	-6.76	0.41	85.24	1033.31	326.59	327.57	1.59	0.82	164.89	10.73	20.85	0
RV LANCE	1217	3	-4.16	76.55	34.77	-6.57	0.4	85.77	1033.15	313.47	323.35	1.41	0.73	47.85	11.06	21.5	0
RV LANCE	1218	3	-4.17	76.55	34.78	-6.24	0.4	87.02	1033.02	297.91	312.98	1.38	0.71	20.26	11.42	22.21	0
RV LANCE	1219	3	-4.19	76.55	34.79	-6.27	0.4	88.29	1032.99	289.3	310.59	1.25	0.64	53.49	12.2	23.72	0
RV LANCE	1220	3	-4.2	76.55	34.82	-6.77	0.46	88.85	1033.09	276.42	311.47	0.88	0.45	21.62	13.03	25.33	0
RV LANCE	1221	3	-4.2	76.55	34.83	-6.98	0.5	89.17	1033.27	251.96	328.99	0.86	0.44	194.98	12.71	24.7	0
RV LANCE	1222	3	-4.21	76.55	34.84	-7.06	0.42	89.29	1033.35	199.26	336.29	0.96	0.5	247.55	12.86	25.01	0
RV LANCE	1223	3	-4.21	76.55	34.84	-7.33	0.4	89.48	1033.44	223.13	324.77	0.75	0.39	192.11	12.59	24.48	0
RV LANCE	1224	3	-4.22	76.56	34.82	-7.69	0.28	89.63	1033.41	199.96	325.84	0.74	0.38	250.8	12.59	24.48	0
RV LANCE	1225	3	-4.22	76.56	34.81	-7.75	0.2	90.15	1033.37	210.6	325.14	0.75	0.39	191.31	12.51	24.32	0
RV LANCE	1226	3	-4.23	76.56	34.78	-7.71	0.17	90.32	1033.35	194.73	327.93	0.74	0.38	189.38	12.57	24.43	0
RV LANCE	1227	3	-4.23	76.56	34.77	-7.41	0.16	90.39	1033.26	168.64	334.96	0.58	0.3	188.02	12.62	24.54	0
RV LANCE	1228	3	-4.23	76.56	34.76	-7.36	0.19	90.12	1033.08	165.58	267.99	0.87	0.45	159.39	13.42	26.09	0
RV LANCE	1229	3	-4.24	76.56	34.76	-7.56	0.14	89.95	1033.14	213.67	323.02	0.7	0.36	190.39	13.57	26.37	0
RV LANCE	1230	3	-4.24	76.56	34.76	-7.46	0.04	90.03	1032.96	217.54	298.44	1.08	0.56	92.03	13.14	25.55	0
RV LANCE	1231	3	-4.25	76.55	34.73	-7.17	0.09	90.3	1032.83	115.17	118.04	0.75	0.39	258.43	12.66	24.6	0
RV LANCE	1232	3	-4.24	76.55	34.69	-7.17	-0.08	90.63	1032.76	77.43	235.95	0.54	0.28	318.82	13.3	25.86	0
RV LANCE	1233	3	-4.23	76.55	34.73	-6.79	-0.34	91.07	1032.57	128.21	65.86	1.17	0.6	280.92	11.41	22.18	0
RV LANCE	1234	3	-4.23	76.55	34.64	-6.6	-0.16	91.36	1032.51	161.81	61.61	1.39	0.72	252.63	9.3	18.08	0
RV LANCE	1235	3	-4.22	76.55	34.6	-6.57	-0.02	91.42	1032.44	127.51	51.15	1.12	0.58	272.45	11.04	21.45	0
RV LANCE	1236	3	-4.21	76.55	34.65	-6.28	0.04	91.79	1032.33	152.85	56.05	1.22	0.63	266.55	10.06	19.56	0
RV LANCE	1237	3	-4.21	76.54	34.68	-6.17	0.16	91.89	1032.04	166.85	71.39	1.46	0.75	250.74	9.44	18.34	0
RV LANCE	1238	3	-4.2	76.54	34.71	-6.16	0.39	91.89	1032.15	163.01	71.25	1.37	0.7	252.03	9.83	19.11	0
RV LANCE	1239	3	-4.19	76.54	34.78	-6.22	0.53	91.77	1032.23	106.78	63.67	1.39	0.72	263	10.32	20.07	0
RV LANCE	1240	3	-4.18	76.54	34.82	-6.13	0.52	91.95	1032.27	107.09	61.16	1.34	0.69	266.5	9.96	19.37	0
RV LANCE	1241	3	-4.16	76.53	34.81	-6.06	0.41	92.09	1032.26	108.9	61.92	1.32	0.68	269.84	10.21	19.84	0
RV LANCE	1242	3	-4.15	76.53	34.79	-5.87	0.26	92.22	1032.22	114.24	63.86	1.28	0.66	266.6	10.19	19.81	0
RV LANCE	1243	3	-4.13	76.53	34.75	-5.51	0.24	92.34	1032.24	118.41	66.63	1.27	0.65	270.17	10.07	19.57	0
RV LANCE	1244	3	-4.15	76.52	34.74	-5.64	0.27	92.3	1032.91	204.16	204.78	9.21	4.74	156.98	3.95	7.68	0
RV LANCE	1245	3	-4.22	76.5	34.74	-5.52	0.68	92.53	1033.02	217.59	218.06	9.88	5.08	127.77	2.33	4.53	0
RV LANCE	1246	3	-4.29	76.48	34.79	-5.48	0.9	92.43	1033.08	217.78	218.1	9.78	5.03	150.76	2.19	4.25	0
RV LANCE	1247	3	-4.36	76.46	34.88	-5.68	0.52	92.35	1032.93	217.43	218.35	9.83	5.06	125.63	3.01	5.85	0
RV LANCE	1248	3	-4.43	76.44	34.86	-6.19	0.69	92.23	1032.98	217.65	218.9	9.96	5.12	118.09	4.03	7.84	0
RV LANCE	1249	3	-4.51	76.41	34.82	-6.33	0.46	92.38	1033.05	218.33	219.84	10	5.14	115.02	4.42	8.6	0
RV LANCE	1250	3	-4.58	76.39	34.83	-6.41	0.4	92.37	1033.16	219.53	220.88	10.11	5.2	118.45	4.31	8.39	0
RV LANCE	1251	3	-4.66	76.37	34.8	-6.71	0.39	92.16	1033.23	220.07	221.08	9.97	5.13	105.36	5.04	9.79	0
RV LANCE	1252	3	-4.73	76.35	34.8	-7.11	0.5	92.18	1033.5	221.18	221.37	9.85	5.07	111.7	5.18	10.07	0
RV LANCE	1253	3	-4.81	76.33	34.8	-7.31	0.83	92.27	1033.46	222.24	222.62	9.6	4.94	113.07	5.15	10.02	0
RV LANCE	1254	3	-4.88	76.31	34.88	-7.53	0.72	92.26	1033.59	221.9	223.73	9.29	4.78	102.15	5.84	11.34	0
RV LANCE	1255	3	-4.95	76.29	34.92	-7.73	0.81	92.23	1033.76	221.92	224.28	9.08	4.67	107.45	5.08	9.87	0
RV LANCE	1256	3	-5.03	76.27	34.91	-7.88	0.81	92.19	1033.9	223.19	224.41	9.39	4.83	109.97	4.56	8.86	0
RV LANCE	1257	3	-5.1	76.25	34.89	-7.87	0.62	92.17	1033.93	223.11	223.7	9.51	4.89	107.15	5	9.72	0
RV LANCE	1258	3	-5.18	76.24	34.88	-7.92	0.55	92.08	1034.1	223.15	223.8	9.38	4.83	111.02	4.36	8.47	0
RV LANCE	1259	3	-5.25	76.22	34.89	-7.79	0.52	92.13	1034.12	223.41	223.21	9.37	4.82	113.27	4	7.78	0
RV LANCE	1260	3	-5.33	76.2	34.91	-7.97	0.35	91.98	1034.22	221.28	222.74	9.45	4.86	117.25	3.6	7	0
RV LANCE	1261	3	-5.4	76.18	34.91	-8.07	0.4	92	1034.39	219.97	222.39	9.31	4.79	116.39	4.07	7.91	0
RV LANCE	1262	3	-5.47	76.16	34.91	-8.21	0.42	92.01	1034.48	219.89	222.43	9.26	4.76	118.8	3.85	7.48	0
RV LANCE	1263	3	-5.53	76.14	34.91	-8.24	0.52	91.88	1034.58	219.97	222.14	9.32	4.8	122.99	3.5	6.8	0
RV LANCE	1264	3	-5.6	76.12	34.91	-8.18	0.57	91.79	1034.62	220.68	222.26	9.45	4.86	114.51	3.54	6.89	0
RV LANCE	1265	3	-5.67	76.1	34.91	-8.17	0.46	91.29	1034.73	219.31	221.49	9.8	5.04	122.68	3.27	6.35	0
RV LANCE	1266	3	-5.75	76.08	34.9	-8.09	0.59	90.71	1034.76	220.51	222.12	9.8	5.04	124.74	2.91	5.65	0
RV LANCE	1267	3	-5.82	76.06	34.88	-8.46	0.76	90.63	1034.82	221.22	222.14	9.91	5.1	117.1	3.97	7.72	0
RV LANCE	1268	3	-5.9	76.04	34.87	-8.89	0.21	90.71	1035.05	221.27	221.72	9.76	5.02	116.12	4.28	8.33	0
RV LANCE	1269	3	-5.97	76.02	34.84	-9.03	0.22	90.64	1035.24	220.98	221.54	9.6	4.94	124.19	3.35	6.52	0
RV LANCE	1270	3	-6.04	76	34.82	-9.28	0.4	90.76	1035.31	220.9	221.46	9.4	4.83	131.64	2.75	5.35	0
RV LANCE	1271	3	-6.11	75.98	34.84	-9.16	0.4	91.16	1035.39	220.62	221.48	9.49	4.88	124.42	3.1	6.02	0
RV LANCE	1272	3	-6.18	75.96	34.86	-9.08	0.33	91.19	1035.45	220.51	221.71	9.44	4.86	107.15	3.67	7.13	0
RV LANCE	1273	3	-6.25	75.94	34.86	-9.15	0.39	91.27	1035.36	220.09	221.82	9.35	4.81	105.55	4.55	8.84	0
RV LANCE	1274	3	-6.32	75.92	34.82	-9.39	0.72	91.34	1035.47	220.27	221.62	9.4	4.83	111.28	4.79	9.31	0
RV LANCE	1275	3	-6.39	75.9	34.79	-9.55	0.84	91.49	1035.53	220.15	221.72	9.67	4.97	109.13	5.13	9.97	0
RV LANCE	1276	3	-6.46	75.88	34.79	-9.68	1.12	91.51	1035.56	220.47	220.99	9.73	5	101.77	5.73	11.13	0
RV LANCE	1277	3	-6.53	75.86	34.81	-9.79	1.21	91.6	1035.62	221.18	221.57	9.33	4.8	96.71	6.03	11.72	0
RV LANCE	1278	3	-6.6	75.84	34.85	-9.97	0.92	91.57	1035.74	221.45	221.06	9.46	4.87	101.78	5.49	10.68	0
RV LANCE	1279	3	-6.67	75.82	34.84	-9.95	0.51	91.55	1035.84	219.83	221.32	9.23	4.75	94.09	6.14	11.93	0
RV LANCE	1280	3	-6.73	75.8	34.84	-10.27	0.71	91.49	1035.98	219.38	221.89	8.94	4.6	97.46	5.71	11.11	0
RV LANCE	1281	3	-6.8	75.78	34.87	-10.42	0.64	91.59	1036.01	219.65	221.29	9.06	4.66	95.93	6.09	11.85	0
RV LANCE	1282	3	-6.87	75.76	34.82	-10.55	0.71	91.61	1036.09	220.47	221.33	9.22	4.74	103.2	4.8	9.32	0
RV LANCE	1283	3	-6.93	75.74	34.79	-10.66	0.82	91.58	1036.11	220.66	220.96	9.56	4.92	98.74	5.83	11.33	0
RV LANCE	1284	3	-7.01	75.72	34.79	-10.67	0.67	91.65	1036.09	221.45	221.33	9.89	5.09	95.61	6.57	12.78	0
RV LANCE	1285	3	-7.08	75.7	34.79	-10.84	0.24	91.64	1036.11	220.69	220.68	9.78	5.03	97.78	6.49	12.62	0
RV LANCE	1286	3	-7.15	75.68	34.8	-10.7	0	91.65	1036	220.38	221.03	9.25	4.76	96.88	6.21	12.07	0
RV LANCE	1287	3	-7.21	75.66	34.86	-10.67	0	91.65	1036.07	219.63	220.75	9.12	4.69	95.88	5.87	11.42	0
RV LANCE	1288	3	-7.28	75.64	34.87	-10.75	0	91.59	1035.95	220.96	222.73	9.21	4.74	93.22	6.89	13.39	0
RV LANCE	1289	3	-7.35	75.62	34.87	-10.86	0.31	91.53	1035.93	222.44	224.45	9.08	4.67	88	7.73	15.02	0
RV LANCE	1290	3	-7.42	75.6	34.87	-11.02	0.45	91.43	1036.15	222.06	224.87	9.15	4.71	88.78	7.11	13.83	0
RV LANCE	1291	3	-7.49	75.58	34.89	-11.08	0.67	91.49	1036.1	224.37	226.55	9.81	5.04	79.75	8.57	16.65	0
RV LANCE	1292	3	-7.56	75.57	34.9	-11.19	0.64	91.43	1036.16	225.17	226.5	9.78	5.03	80.61	8.32	16.17	0
RV LANCE	1293	3	-7.64	75.55	34.9	-11.18	0.54	91.45	1036.16	225.46	226.27	9.92	5.1	78.67	8.35	16.23	0
RV LANCE	1294	3	-7.72	75.53	34.89	-11.05	0.47	91.47	1036.12	224.4	225.7	9.93	5.11	81.49	8.2	15.93	0
RV LANCE	1295	3	-7.79	75.51	34.88	-11.11	0.95	91.4	1036.31	223.06	225.6	9.51	4.89	86.12	7.01	13.62	0
RV LANCE	1296	3	-7.86	75.49	34.87	-11.01	1.76	91.46	1036.07	223	225.11	9.16	4.71	85.35	7.78	15.13	0
RV LANCE	1297	3	-7.93	75.47	34.91	-11.04	1.7	91.42	1036.06	223.8	225.14	9.24	4.75	88.38	7.24	14.07	0
RV LANCE	1298	3	-8	75.45	34.93	-10.91	1.6	91.41	1036.15	223.6	224.78	9.16	4.71	93.24	6.38	12.4	0
RV LANCE	1299	3	-8.07	75.43	34.92	-11.11	1.49	91.27	1036.23	223.75	224.87	9.13	4.7	99.22	4.74	9.22	0
RV LANCE	1300	3	-8.14	75.42	34.91	-10.81	1.37	91.46	1036.24	224.13	225.72	9.19	4.73	99.84	5.88	11.43	0
RV LANCE	1301	3	-8.21	75.4	34.9	-10.83	1.12	91.31	1036.12	224.52	226.7	9.4	4.83	95.27	5.77	11.21	0
RV LANCE	1302	3	-8.29	75.38	34.88	-10.78	0.89	91.42	1036.11	224.46	226.44	9.48	4.88	94.74	5.86	11.4	0
RV LANCE	1303	3	-8.36	75.36	34.84	-10.91	0.44	91.28	1036.18	225.68	227.06	9.4	4.83	90	6.39	12.41	0
RV LANCE	1304	3	-8.43	75.34	34.82	-10.71	-0.02	91.33	1036.13	225.19	226.52	9.06	4.66	88.37	6.67	12.96	0
RV LANCE	1305	3	-8.5	75.32	34.8	-10.85	-0.02	91.32	1036.27	224.94	227.41	8.9	4.58	83.79	6.96	13.52	0
RV LANCE	1306	3	-8.57	75.31	34.79	-10.93	-0.01	91.29	1036.43	224.69	227.4	9.02	4.64	87.05	6.05	11.77	0
RV LANCE	1307	3	-8.64	75.29	34.79	-11.13	-0.18	91.2	1036.53	224.89	226.38	8.89	4.57	75.64	7.41	14.4	0
RV LANCE	1308	3	-8.71	75.27	34.78	-11.27	0	91.16	1036.54	226.9	227.53	8.91	4.58	74.51	7.31	14.2	0
RV LANCE	1309	3	-8.78	75.26	34.78	-11.44	-0.05	91.18	1036.58	226.58	226.31	8.87	4.56	80.78	5.94	11.54	0
RV LANCE	1310	3	-8.85	75.24	34.81	-11.58	-0.29	91.14	1036.55	228.63	228	8.82	4.54	72.56	6.94	13.5	0
RV LANCE	1311	3	-8.92	75.22	34.77	-11.74	-0.06	91.06	1036.52	228.39	228.38	8.68	4.47	72.3	7.2	14	0
RV LANCE	1312	3	-8.99	75.21	34.76	-11.76	-0.43	91.14	1036.52	228.87	229.15	8.75	4.5	68.85	7.13	13.86	0
RV LANCE	1313	3	-9.06	75.19	34.76	-11.68	-0.67	91.16	1036.46	230.02	229.54	8.75	4.5	66.66	7.25	14.1	0
RV LANCE	1314	3	-9.14	75.18	34.71	-11.68	-0.59	91.06	1036.45	230.9	230.05	8.43	4.34	62.4	7.75	15.06	0
RV LANCE	1315	3	-9.21	75.16	34.71	-11.64	-0.58	91.09	1036.42	229.83	230	8.73	4.49	59.3	8.19	15.92	0
RV LANCE	1316	3	-9.28	75.15	34.71	-11.47	-0.38	91.11	1036.34	230.66	230.63	8.76	4.51	62.09	7.95	15.45	0
RV LANCE	1317	3	-9.35	75.13	34.77	-11.64	-1.33	90.95	1036.34	229.48	229.45	8.53	4.39	61.15	8.41	16.34	0
RV LANCE	1318	3	-9.42	75.12	34.75	-11.85	-0.72	90.91	1036.29	231.21	230.58	8.45	4.35	62.24	8.4	16.32	0
RV LANCE	1319	3	-9.49	75.1	34.72	-12.04	-0.89	90.86	1036.24	230.41	230.34	8.65	4.45	58.23	8.96	17.42	0
RV LANCE	1320	3	-9.56	75.09	34.72	-12.16	-0.68	90.79	1036.23	230.94	231.05	8.52	4.38	55	9.18	17.84	0
RV LANCE	1321	3	-9.63	75.07	34.72	-12.26	-0.94	90.81	1036.21	230.68	230.89	8.46	4.35	59.53	8.68	16.87	0
RV LANCE	1322	3	-9.7	75.06	34.7	-12.21	-0.84	90.82	1036.17	230.2	230.8	8.45	4.35	57.45	9.06	17.61	0
RV LANCE	1323	3	-9.78	75.04	34.69	-12.07	-0.61	90.84	1036.08	230.47	231.36	8.88	4.57	57.29	8.67	16.86	0
RV LANCE	1324	3	-9.85	75.03	34.71	-11.9	-0.52	90.84	1036.02	230.52	231.3	9.1	4.68	55.26	9.16	17.8	0
RV LANCE	1325	3	-9.93	75.01	34.71	-11.7	-0.61	90.84	1036.06	230.16	231.26	9.12	4.69	52.62	9.45	18.36	0
RV LANCE	1326	3	-10.01	75	34.71	-11.59	-0.91	90.81	1036.01	267.88	268.49	8.82	4.54	26.88	10.9	21.18	0
RV LANCE	1327	3	-10.1	75	34.69	-11.59	-1.01	90.67	1036.02	268.8	268.79	8.91	4.58	23.54	10.98	21.34	0
RV LANCE	1328	3	-10.2	75	34.66	-11.67	-1.01	90.19	1035.96	270.73	270.11	8.96	4.61	17.33	10.84	21.08	0
RV LANCE	1329	3	-10.3	75	34.64	-11.53	-0.99	89.93	1035.84	269.83	269.07	9.05	4.65	15.36	10.49	20.38	0
RV LANCE	1330	3	-10.39	75	34.65	-11.58	-0.55	89.35	1035.74	270.1	268.96	9.14	4.7	12.2	10.45	20.32	0
RV LANCE	1331	3	-10.48	75	34.68	-11.59	-0.93	89.09	1035.62	270.61	269.32	7.8	4.01	9.03	9.74	18.93	0
RV LANCE	1332	3	-10.56	75	34.71	-11.66	-1.06	88.35	1035.56	268.42	268.83	7	3.6	193.67	9.2	17.89	0
RV LANCE	1333	3	-10.62	75	34.73	-11.57	-1.09	87.66	1035.54	269.94	277.94	2.74	1.41	249.16	7	13.61	0
RV LANCE	1334	3	-10.64	75	34.74	-11.38	-1.01	86.49	1035.39	274.9	285.61	1.84	0.95	330.2	7	13.61	0
RV LANCE	1335	3	-10.66	75	34.73	-11.23	-1	84.34	1035.22	274.08	285.16	1.78	0.92	330.99	7.27	14.13	0
RV LANCE	1336	3	-10.68	75	34.72	-11.15	-0.76	81.63	1035.13	271.62	286	1.64	0.84	330.77	7.67	14.91	0
RV LANCE	1337	3	-10.69	75	34.72	-11.04	-0.64	78.07	1034.91	270.94	286.82	1.38	0.71	324.58	7.47	14.53	0
RV LANCE	1338	3	-10.7	75	34.71	-11.04	-0.83	77.04	1034.83	270.45	286.38	1.22	0.63	324.05	7.59	14.76	0
RV LANCE	1339	3	-10.72	75	34.7	-10.97	-1.07	75.47	1034.69	269.28	287.23	1.11	0.57	319.91	7.74	15.04	0
RV LANCE	1340	3	-10.73	75	34.68	-11.06	-1.3	74.96	1034.57	274.46	294.96	1	0.52	314.29	8.17	15.88	0
RV LANCE	1341	3	-10.74	75	34.67	-10.95	-1.41	73.97	1034.44	275.87	288.77	1.15	0.59	320.78	9.16	17.8	0
RV LANCE	1342	3	-10.75	75	34.65	-10.98	-1.5	73.52	1034.4	267.62	279.65	1.13	0.58	325.29	8.92	17.34	0.5
RV LANCE	1343	3	-10.76	75	34.64	-10.87	-1.46	74.28	1034.24	222.44	311.11	0.72	0.37	290.07	7.07	13.74	0.5
RV LANCE	1344	3	-10.76	75	34.63	-10.89	-1.5	73.79	1034.14	262.4	292.75	0.44	0.23	304.2	7.83	15.21	0.5
RV LANCE	1345	3	-10.76	75	34.63	-10.67	-1.5	74.28	1033.95	185.79	325.49	0.29	0.15	267.84	6.66	12.94	0.5
RV LANCE	1346	3	-10.76	75	34.62	-10.49	-1.5	74.56	1033.87	155.77	323.65	0.18	0.09	270.65	6.7	13.02	0.5
RV LANCE	1347	3	-10.76	75	34.62	-10.41	-1.54	74.46	1033.76	164.74	176.33	4.64	2.39	257.83	5.2	10.1	0.5
RV LANCE	1348	3	-10.78	75.02	34.62	-10.19	-1.09	74.16	1033.24	297.39	300.32	7.3	3.76	303.55	10.23	19.89	0.5
RV LANCE	1349	3	-10.85	75.02	34.61	-10.13	-0.47	73.49	1033.03	284.58	287.77	6.57	3.38	316.2	12.21	23.73	0.5
RV LANCE	1350	3	-10.9	75.03	34.59	-10.24	-0.14	73.96	1032.95	289.22	291.97	5.47	2.82	277.85	10.04	19.52	0.5
RV LANCE	1351	3	-10.95	75.03	34.66	-10.29	-0.28	74.11	1032.79	287.18	288.51	6.1	3.14	311.56	11.6	22.55	0.5
RV LANCE	1352	3	-11.01	75.04	34.64	-10.41	-0.37	74.07	1032.68	276.57	277.6	4.97	2.56	319.53	12.03	23.39	0.5
RV LANCE	1353	3	-11.07	75.04	34.64	-10.45	-0.11	74.7	1032.56	291.63	292.99	6.88	3.54	303.92	11.63	22.61	0.5
RV LANCE	1354	3	-11.12	75.04	34.65	-10.37	-0.16	76.16	1032.64	261.17	263.29	2.47	1.27	324.94	10.83	21.06	0.5
RV LANCE	1355	3	-11.14	75.04	34.68	-10.38	-0.18	76.26	1032.53	261.32	260.98	1.68	0.86	326.25	10.37	20.15	0.5
RV LANCE	1356	3	-11.16	75.04	34.67	-10.27	-0.11	76.4	1032.46	261.82	261.59	1.31	0.67	327.37	10.15	19.73	0.5
RV LANCE	1357	3	-11.17	75.04	34.66	-10.05	-0.04	77.18	1032.41	258.91	260.33	1.54	0.79	325.87	9.33	18.14	0.5
RV LANCE	1358	3	-11.19	75.04	34.66	-10.11	-0.24	76.57	1032.23	255.6	260.08	1.42	0.73	326.52	9.67	18.79	0.5
RV LANCE	1359	3	-11.2	75.04	34.67	-9.89	-0.38	75.24	1032.16	259.67	264.13	0.85	0.44	325.14	8.97	17.45	0.5
RV LANCE	1360	3	-11.21	75.04	34.63	-9.82	-0.63	75.73	1031.99	244.61	257.38	0.7	0.36	330.62	8.81	17.13	0.5
RV LANCE	1361	3	-11.21	75.04	34.6	-9.71	-0.75	75.44	1031.87	190.49	219.24	1.12	0.57	107.08	8.47	16.46	0.5
RV LANCE	1362	3	-11.21	75.04	34.55	-9.68	-0.87	75.31	1031.77	202.51	228.21	1.07	0.55	161.73	8.15	15.85	0.5
RV LANCE	1363	3	-11.21	75.03	34.52	-9.69	-0.8	74.85	1031.63	200.79	226.76	1.05	0.54	164.68	8.32	16.16	0.5
RV LANCE	1364	3	-11.22	75.03	34.5	-9.56	-0.75	74.22	1031.58	171.2	229.47	0.7	0.36	257.37	7.21	14.02	0.5
RV LANCE	1365	3	-11.21	75.03	34.51	-9.53	-0.88	72.59	1031.33	175.29	225.72	0.73	0.37	225.88	8.44	16.4	0.5
RV LANCE	1366	3	-11.21	75.03	34.51	-9.49	-0.87	71.1	1031.29	153.2	220.56	0.82	0.42	104.44	9.07	17.64	0.5
RV LANCE	1367	3	-11.21	75.03	34.49	-9.39	-0.84	70.15	1031.25	156.79	223.69	0.64	0.33	229.67	8.97	17.43	0.5
